sentiment,title
1,Dont waste your money!
1,avoid this thermos
1,not 2 decks
2,Works well
2,2 deck rotating card tray
2,Great Tea
2,Really loud white-boy blues!
2,A rare first hand account
1,Missing Part!!
1,not good quality
2,Very fast shipping
2,Only thing negative I can say is..
1,"Great product, but misleading ad!"
1,surely it can taste better than this ...
2,My all-time favorite vitamins - and no gluten!
1,Causes horrible stomach pains and constipation
1,Too Big
1,"don't buy it, even if you're a fan..."
2,"Interesting, if somewhat uneven"
2,Awesome Book.
2,An Absolute Moust Have for any fu-flick fan
2,Great patterns for men!
1,Sorry I purchased it :(
1,No thanks
2,WHERE'S THE KINDLE EBOOK?
2,Gritty and great
1,Definitely not worth it.
1,Bootlegged Copy
1,"If you loved the book, skip the film!"
1,Terrible Film!
2,chilling but compelling
1,"Slow, and boring."
1,Smells Like It's Gone Bad
1,NOT surprising...
1,Gets pretty weird at the end there...
1,Okay movie
1,Unwatchable
1,Please for the love of god do NOT waste your time
1,Do not buy this...........! Jult Warfell
1,Received Koolatron in 1 DAY BUT WITHOUT AUTO / D/C PLUG!!!!
2,great product
1,Doesn't cool quickly and doesn't sit steadily in the trunk
2,DAMN!!!!!!!
2,DID IT AGAIN!
2,IF YOU LIKE THIS YOU WILL LOVE ATLIENS!!!
2,Great Service
1,I do not recommend this item
1,Not what I'd call low-carb
1,dont try to plug it in at home
1,Very disappointing!
2,Good Film
2,My Mothers Favorite Movie
2,You lied...and you'll be sorry!
1,Hitachi 310881 Slide Fence
2,"A one of it's kind handbook on how to say yes, to yourself!"
2,"Boy, did THEY pick the wrong family to mess with!"
1,Are you kidding?
1,No good
2,"""...Burned Spy Continued!"""
2,A great book
2,This redhead's voice is RED-HOT!
2,A Great Musical!
2,Spacey Is Outstanding
1,enjoyable
1,not an easy listen
2,Bjork Rules That's Tops
1,"High concept, poor product"
2,The pleasure is all ours.
1,Abstract and bloody
1,Avante Garde= Avn'te Got A Clue
1,Real Rating: 5 shovels (full of Bullsh*t)
1,Is she on crack?
1,Its not her voice..its the electronica stuff that we love!
1,Eccentric indulgance
2,Bjork knows what she is doing
2,"Bjork's biggest fan (overused title, but what the hell...)"
2,Give me a break
2,For the die-hard Bjork fan.....
2,Björk at the heart of human nature
2,Rats trained themselves with this
2,Really love this litter
1,extremely helpful book attached to strings of Capitolism
2,Yummy!
1,"Not for beginers, They move a little to fast I was lost."
1,Failure by All New Books to Deliver
1,spanish
1,Wow
1,Save your money....Don't beleive the hype
1,Detuned guitars are different but the vocals?
1,bad advice???????
2,Great
1,"Bungie, MS you should be ashamed"
1,"Not what it could have been, or should have been"
1,Halo 2 was a big let down... I hated it.
1,HALO SUCKS
1,halo 2 guns???
2,Not since Quake 2...
2,Pretty much the best game you've ever played
2,AWESOME IDEA!!!!
1,this game stinks!!!!!!!!
1,Halo Sucks
2,One of the best Halo games
2,Great game!
1,Educational.... but mean
2,"The BEST GAME EVER MADE.., PERIOD!"
2,Halo 2
2,great but not without flaws
1,One big commercial
2,great game
1,Halo 2 sucks
1,Fun but pointless
2,"A really positive experience, my Grandaughter LOVES it!"
2,In Freedom's Cause: an inspiring read
2,In Freedoms Cause
2,wallace
1,boring and hard to read
2,A Winter's Mystery Enjoyable Any Time Of The Year
1,Worst Contracts Casebook EVER
2,New cup warmer
2,"Does the job, but could be better"
2,Excellent Viewing Concert
2,Sackett Tales
2,another wonderful book from Kanigel
1,This DVD wins the Cynical Rip-Off Awards hands down!
1,By far their worst album
2,The Lost Heep album
2,Atmospheric
1,"Don,t buy"
1,"Uh, close, kind of"
2,Avant-Garde Art Explained
1,disorganized mess
1,worst film i have ever seen.
1,No No NO!
2,Booklist
1,don't waste your time
1,Poor Quality and very unstably
2,Still awesome.
1,"Okay, but where's Luthor?"
1,Blu-ray Does not work
2,"Up, Up & Away!"
1,Blu-ray Makes A Huge Mistake
2,Outstanding presentation!!!
2,A worthy attempt
2,Better than it was in 1978
2,"""You'll Believe a Man Can Fly"""
2,Wicker Laundry Organizer
1,Gracious Living let this produce die.
1,Power button breaks easily
2,Excellent!!
2,Love it!
2,THE BEST ALBUM OF THE 90S
1,What a scream
1,ORIGINAL VERSION IS ALWAYS BETTER~!!!
1,Disappointing
2,excellent people
2,Wonderful!
1,Vornado AQS 15 replacement hepa filter
2,Works well
2,RV brake controller
2,Powerful
1,Don't be fooled by the picture and discription!
1,Jackie's worst movie
2,Jackie Chan the master
2,Bright Shadow- The best book you will ever read!
2,Awesome chew toy
1,dog bone
1,Potentially dangerous
2,Great workout earphones
1,Weak bass equals weak sound
1,Fell apart almost instantly
1,Not so great - waste of money
1,Great Headphones... Horrible Wires
1,Didn't work at all.
1,"Good sound, cheap construction"
1,Poor fit
1,Probably better for larger ears.
2,Great for working out
1,Good for work out
1,Sennheiser MX 55 earphones
2,good product some complaints
1,Unhappy with purchase
2,Decent earbuds
2,Good Product
1,Too big
1,Unusual design
1,"Don't confuse ""Twist-to-fit"" with ""One size fits all"""
1,torture your ears
1,twist to fit doesn't work
1,Don't buy if your ears are on the small side
2,Great for running
2,Excellent headphones
1,Addons are easily lost
1,False advertising by Motorola--do not buy
2,They do the job
1,Doesn't last very long.
1,Smelly & Disgusting
2,AMAZING!
1,singing dectitves
2,MONSTER release from a MONSTER band!!
2,"TGuillory: Houston, TX"
1,Sad
1,"Written in 1983, this book is due for a much needed update."
1,NOT A Vpars Bible
1,Take Heed!
1,Not So Much.
1,"Zero stars isn't an option, or I would!"
2,B-5 Rules.
1,Rehash minus one
2,Great Trivia and Information
1,Rivets Bulge
2,"high qual, little flaws"
1,Too Big and Annoying
2,Makeready: Image Correction Bible
1,This CD is of low quality
1,Find another fish oil supplement
2,Phenomenal!!!
1,Not user-friendly
1,Very disappointing
2,zoltan tokos !
2,A Legend
2,saucony jazz shoes
2,accessible
2,Must Read for Montessori Moms and Non-Montessori Moms Alike
2,A frightening picture painted clearly
1,WORST GUN EVER
2,does it really fire 250 or does it fire 230 like it says on ebay.
2,"If your self esteem is buried or caged,"
2,Black Pearl
2,goodasgold
2,Attention all true gundam fans
2,Helps make sense of one of Scripture's most puzzling books
1,gerber just tarnished their rep with chinese junk
2,Great!
2,Tony M: Prince Caspian
1,"Nice idea, but..."
2,better then the excorcism
2,"Move over, Blatty"
1,This is so fake
1,Franklin's Magic Christmas
2,DIVERSION SAFES
2,A Great Book
2,A shattering feast of despair
2,Gonna blow for ya!
1,Waste of time
2,View from the Cerry Tree Review
1,What to use this line for?
2,Never got boring
1,really surprised by the praise of all fans
2,Loud? I STILL can't hear!
2,Love the Series!
2,Moviebuff
2,The Cambridge Companion to Chaucer
2,Can ANYONE help??
2,Solid Crib
1,Several problems with this crib
1,a serious book for serious people...
2,Great resource on the Grail Lore
1,not for micro photo
2,Brilliant!
1,History For Christians Who Don't Care Much For History
1,Dismal Disappointment
2,a very good read!!
2,Better than I had hoped for!
1,disappointed...
2,Great Read!
1,Book condition
2,The Brothers Bulger
2,The Brothers Bulger cements Howie's reputation
2,A gift from the technology God's
1,"""Creative"" editing ruins this CD"
2,Delightfully unique!
2,No one does the right thing
2,One of the best of all time . . .
2,The Uncle I Never Met
1,Disappointment
2,Great Book
2,gustavo cerati ES la cuspide de la perfeccion musical latina
1,In case you did'nt hear these the first 100 times...
2,"Inspiring ""La Campanella"""
1,Mr Kissins playing is nothing but emty
2,Great book!
2,Clifford's Animal Sounds
1,Defective unit
1,Don't Bother!
1,Broken
1,Bicycle Deck Shuffler
1,You get what you pay for!
1,Loud and bizarre
2,Easy and Quick
1,Bad Choice- Even on a Scooter
2,Need more Jr. Walker
2,Want to Read More
2,nice hose
2,For the kids
1,"Wow, this movie really sucks..not even worth 7 bucks for DVD"
1,The Title Should Be: KING CAMP LIVES
1,Why?
1,Kong is alive and finds a girlfriend.
1,I agree with redstrawberry
1,FOR GOD'S SAKE DO NOT BUY THIS PRODUCT
2,GREAT Flatware
1,Rusting knives
2,"Unique, fantastic, entertaining science within fiction."
2,Adventure Rather Than Sentiment
2,The Wind
2,Divine!
2,Recipes seem repetitive and distract from the theme
1,"nothing new, boring plot"
1,Actually i'd rather give this piece of crap zero stars.
2,"Sex , food and exitement."
2,Perfect recipe and prescription for literary satisfaction
2,"Tita, The Amazing Cook & Secret Lover"
2,Great Book!
1,book needs to included updated information!
1,Elephant in the dark
2,"Pre-revisionist and oh, so wonderfully told"
1,Not a good source of History.......
1,A waste of time
2,Really cool!
1,Not what I needed
2,Great!
2,Breathtaking Rock at it's Finest
1,Incomplete album
1,Expensive Transfer Belt Failed after light use - Awful Printer
1,Let me know
2,Great King read
2,A recap and retrospect of the sixties
2,Incredible Imagery and Characters
1,Rather borrow than buy.....
2,Some interesting twists.
1,"Not bad, but way too slow - three short stories made long..."
1,Really not that good...
1,Listen to the audio version if you are an insomniac
1,Really Disappointing!
1,I am never buying a Stephen King hardcover again!
2,Parts one and five make it are excellent
1,Come again?
1,maybe my expectations were too high.....
1,The first story was good...
2,Mr.King at his very best!
2,It's a winner
2,to you from a PS3
1,it okay..
2,Dark animation
2,Tiny
1,GOTTA SEE THIS
1,ERRORS ON RECORDING
2,Fantastico!
1,Far too difficult to learn much through only listening in a car driving around
2,Drive Time Italian: escultate e repetete
2,They've Still Got It.....
1,No Freakin Skulls
2,Does NOT have Liszt's two-piano version of piano concerto no. 1
2,Just what I was after
2,Sweet and simple
1,What a waste of money
1,You Get What You Pay For
1,A waste of money
2,Atlantic Crossing
1,Poor flow
2,Great sound!
2,Great Sound for the Size
1,Why do they shut off automatically?
2,Love it!!!
2,great sound on the go!
2,Awesome .. But making the battery rechargeable woulda make it Awesomer.
2,Nice little set of speakers
2,Best Small Speaker set money can buy
2,Good sound in portable speaker
2,Works Well With Zune
2,Jack the Ripper: First American Serial Killer
1,"Amazon online said pkg arrived, but it did not"
2,in cold blood
2,One of the Better Ones
2,In Cold Blood
2,Loved it and hated it at the same time
2,true crime at its best
2,"A ""Wordsmith's"" creation."
1,.......zzzzzzzzzzzzz.......BORING!!
2,A True Crime Story
2,I'm glad my bookclub read this one.
2,Best of Capote
2,Goes well with Disney's products
2,fox farm
2,A nice grown up lip color.
1,Decent music overshadowed by a truly annoying voice
1,You pay for what you get
2,A Timeless Christmas Collection
2,Beats the hell out of most of today's tired musical recipes
2,SIMULTANEOUSLY SAFE and UNSAFE
2,Love the glow collar
1,Kept coming off-A collarless cat is NOT the point of this purchase!
1,Good CD for your collection...BUT DON'T LISTEN TO IT!
2,"is what is it, various sizes of bungee"
2,As advertised and great price
2,A very good book.
2,love for the washington squares
1,Sub Par for Francis
1,Horrible Sound Quality
1,Sounds of Summer - The Very Best of the Beach Boys
2,Beach Boys
2,One Great CD!
2,Some of the Best of the Beach Boys
1,A Mixed bag of audio recordings.
1,Great music ruined by the DualDisc format!!!!!
2,why I love to read........
1,Can be refilled locally
2,Fascinating Introduction to Bio-Inspired Technolgies
1,Rust
1,Not same as pictured
1,stinks
2,Smelly
1,What a WASTE of Ellen Page's talent and presence!
2,Ginuwine is da bomb!
1,What Was This??
2,ginuwine is da bomb
1,You get what you pay for.
1,150 cord reel
1,Do not buy if you want to unroll your cable partially
1,Horrible
1,worthless piece of plastic don't wast your money
1,Cheap Plastic Wheel
1,Not for outdoor extensions
1,There are much better alternatives
2,Very handy
2,Better than expected
2,"Excellent Resource for the arid, high elevation southwest"
1,light of the western stars
1,Don't waste your money!
2,Identical replacement for what we had.
2,Looks Gross works Wonders
1,Yet ANOTHER Woman Behind Bars Flick
1,"Beware, not what they promise"
1,Where's Neil?
2,warm and vanilla like.
1,slightly cute but completely stupid
1,Description is not accurate!
1,TERRIBLE
2,It's worth more than the shirt.
2,Musings on a broken-spined hardcover
1,Warped
1,Can't fit furniture because of sloped roof
2,Six Thumbs Up!!
2,Perfect!
2,Absolutley brilliant!
2,Awesome
1,Terrible for rabbits
1,expensive junk
2,Great for Rats
1,Not Good For Rabbits
2,A fantastic read!
2,Good representation of her works
2,more than smooth!
2,Soul to Soul
1,Absolute garbage.
2,Simply untouchable
2,Provides good examples of successful mail order campaigns.
1,theres a reason its so cheap
1,Korean version better
1,Don't get the hype...
1,"It's a good heater, it just didn't fit on the hose for my canister filter"
2,For those who are serious in prehistoric arachaeology
1,Think they're really good?
2,"Good, but not great..."
2,:)
1,cute movie
1,BAD MOVIE: READ THE BOOK INSTEAD!!!
1,B for boring
1,"Great book, horrible movie"
2,Great story with a moral lesson
2,Loved it and so did the kids
1,Disappointing to a Children's Movie Fan
1,Terrible edition
1,Really hard way of finding the answers
2,Simply the best.
1,A good second source for process improvement tools
1,"Pathetic, fake, and boring"
2,great movie perfict 5 star
1,Didn't like the commentary throughout the movie
1,Not the quality I expected
2,Love it
1,Missing almost everything!
2,Excellent product!!!
2,Great mixer
1,Macy's Architect series...
1,kitchenAid YOU DO NEED AID
2,Love this item
2,Made in America and it works great
2,"Pleased, overall"
2,Love My KitchenAid !!
2,Great for Making Bread
2,KitchenAid KP26m1xcv
